weibo_time,weibo_like,anon_id,weibo_text_clean
2023/2/12,0,user011,无意点开，慢脚文化真好笑，分手倒计时笑死我了哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
2023/2/26,37,user012,有没有慢脚金丝可以给我解答一下a吹和金丝之前发生什么了？看到它们嘴金的我很想怼回去耶（但是因为不了解事实...
2023/3/3,0,user013,慢脚文化的兄弟姐妹们拍站厕所中间那个隔断上面的时候有掉下去过吗？
2023/3/6,0,user014,为什么说慢脚文化不是亚文化（虽然我还没懂什么是慢脚）亚文化不就是不是主文化的非主流吗？
2023/3/6,0,user015,慢脚文化我不懂
2023/3/8,0,user016,诚邀大家收看慢脚文化
2023/3/16,1,user017,有没有斗人与我学习慢脚文化啊 孤身一人都无人分享这种快乐啊。随懂啊
2023/4/16,0,user018,"慢脚上的人真的都挺会做生意的，搞小卡抽抽乐收了人家一百二给买家配了一百的卡，买家不服找她退差价，她发视频解释道：《是所有卡加起来的平均价》《并不是说每一张卡都在120块左右》并列举卡池里别的卡高于120种种，得出结论：别认为什么好处都得你占。可能是我没文化没见识吧，收了人 展开,31【投💤稿】慢脚上的人真的都挺会做生意的，搞小卡抽抽乐收了人家一百二给买家配了一百的卡，买家不服找她退差价，她发视频解释道：《是所有卡加起来的平均价》《并不是说每一张卡都在120块左右》并列举卡池里别的卡高于120种种，得出结论：别认为什么好处都得你占。可能是我没文化没见识吧，收了人家一百二就得保值不保热给人家配满一百二的，如果她自己有一套规矩那也不必特地发个视频吐槽人家是S13。 收起"
2023/4/28,,user019,"好像慢脚文化啊啊啊啊啊啊啊救命,保湿盒的tiktok品味比我想象中还要土 慢脚顶流借个鸟当1的微博视频"
2023/5/3,8,user020,到底是谁说当梦女必须要有梦图什么三件套慢脚你真的
2023/5/20,0,user021,有宝宝ks🦁嘛🥺 我不是慢脚文化小学生🥺
2023/5/31,0,user022,最爱的还是慢脚文化
2023/6/7,335,user023,纸嫁衣没收官 没实力爱跟疯剪低俗视频的慢脚人音符人少蹭（实话实说 知道你们慢脚的纸圈“大佬”小迷妹多 你们怎么着都有人护着）2.带着你们的新“俍”从纸嫁衣出去 白袜无限制 
2023/6/12,0,user024,你们再用这种句式装路人我真的要呕了，跟慢脚文化一样。
2023/6/16,4,user025,溜喽～今日和同事狠狠捞了小快手一笔下班想跑不敢跑，mentor说赶快跑leader马上回来了，我直接一个弹射起步回家继续给小慢脚打工周五啦～铁汁加油
2023/7/4,,user026,"。。。。。。慢脚文化？,4807【抖搞】抖大妈你们....."
2023/7/6,0,user027,二手超话➗个企鹅慢脚各种音乐APP可以用的🔗善良是一种美德，善良是一种远见，善良是一种自信，善良是一种精神力量，善良是一种以逸待劳的沉稳，善良是一种文化，善良是一种快乐，善良是一种乐观。 日行一善，积善成德。
2023/7/10,88,user028, 慢脚怎么这么多咯噔文学
2023/7/25,0,user029,我03月29日才知道，原来所谓“慢脚文化”的来源是“快手”，谁这么会取名字，给我笑晕了🙏
2023/7/25,381,user030,有时候自己刷快手真挺无助……一大堆低龄粉 一大堆叶舒华的pph 还一大堆人信 80%混韩娱都是雷刷的 但基本上都是跟风雷 慢脚人一大堆 这边澄清都出好几天了 那边还在吵 一大堆人说塌了 解释了又不听 发了证据就消失 无语以后还是逛微博吧
2023/7/30,1,user031,刷ks 体会慢脚文化 看那些跟我一样年纪一件生了孩子的同学 真的会让我猛的振奋起来一下
2023/8/13,0,user032,我真是服了 为什么帮巴澄清的时候要带这种黑称啊？？？到底是真蠢假蠢啊？？？？？ 我真是不喜欢慢脚文化 巴发🥢👋的时候评论都很无趣 希望早日回抖
2023/8/14,1,user033,铁塔的精神力量不是盖的 见到了慢脚文化 聊城
2023/8/19,,user034,他最近在学什么慢脚文化的拍照造型吗
2023/8/20,1,user035,要被慢脚文化吓🐭了
2023/8/20,1,user036,一些刷dy的能不能不要去ks下面秀优越感啊，我真的服了每个人都有发视频的权利，你不喜欢可以滑走，要吐槽可以和朋友私下吐槽，没必要在别人视频下面阴阳怪气什么隔壁来的，什么原来这就是慢脚文化，没人在意你是哪里来的，刷短视频都能有优越感也是牛B的
2023/8/21,0,user037,被初中同学搞笑到了 被过时的慢脚文化入侵了吗
2023/8/24,68,user038,"2303【投稿】 班里仙葱筒靴跟分喜欢初音未来后暑假cos不戴假发只穿衣服也没去过漫展然后发朋友圈不说自己仅试衣 而是说“哈哈哈我是精彩人”（重点是她假发也到了）然后穿cos服录了一个慢脚dj手势舞？？请问这样的用意素？原本打算静观其变直到她又录了阿妮亚黑毛版本的血汗泪嗯…… 展开,2303【投稿】 班里仙葱筒靴跟分喜欢初音未来后暑假cos不戴假发只穿衣服也没去过漫展然后发朋友圈不说自己仅试衣 而是说“哈哈哈我是精彩人”（重点是她假发也到了）然后穿cos服录了一个慢脚dj手势舞？？请问这样的用意素？原本打算静观其变直到她又录了阿妮亚黑毛版本的血汗泪嗯……然后高柱决定再观望观望结果观望到发了李诗雅图片并配文否极泰来忍不住了 这种既想要单山又想要看看她还能搞什么 怎么办 我该怎么做 收起"
2023/8/25,,user039,哈哈哈哈哈哈哈哈哈慢脚文化入侵抖音//:天生扁平足的人看了足弓都高了五厘米
2023/8/25,6,user040,这种滤镜真的好看吗？为什么现在都流行这种不理解慢脚文化
2023/8/29,2,user041,笑死我了笑死我了笑死我了笑死我了笑死我了
2023/9/2,0,user042,又被快手气死了 慢脚文化真的是
2023/9/10,31,user018,293【糖果】所以这种慢脚文化都是谁在爱？
2023/9/11,0,user043,观抖和慢脚几个大网红有感，互联网真的养活了太多太多精神小伙。没文化且不说，基本的素质都没有，都能蹭流量蹭红，然后捞钱。只恨我自己吃不上互联网这顿饭
2023/9/18,0,user044,慢脚号子算是练好了，要么给我推中专退学小妹小弟，要么给我推等坐牢的精神小伙回家的精神小妹有点把慢脚文化吃透了属于
2023/9/19,,user045,他好慢脚文化//:gf是什么 girlfriend//:集脚笑尿了//:GF打缩写太潮了//:集脚好飒
2023/9/23,6,user046,18岁的精神小伙省峻正处于对慢脚文化好奇的年纪
2023/9/24,,user047,"其实我还真挺喜欢的 慢脚文化入侵kpop！,新一轮《我姓石》挑战"
2023/9/27,0,user048,我说有些人看个电视剧学个b词真是没地方用了，看谁头发没梳好一张嘴就“勾栏样式”，还觉得自己特别有文化，点进去一看小升初加油（慢脚含小犊子量检测为99%）
2023/10/4,0,user049,不是，我真的求求ks的别开h了啊啊啊，你在ks是安利还是破坏马嘉祺路人缘我刷视频也有命啊，什么叫做慢脚文化，这本来就不好啊
2023/10/23,4,user050,最近只有一件衣服穿肉肉睡觉的姿势很野蛮索菲亚为什么要愤怒的💩直男看直男跳super shy慢脚文化妮娜之死令人羡慕的睡眠质量KFC-达美乐殖民地
2023/10/25,16,user051,从初一开始看ks，不懂为什么现在风气这么差，随便点开一个美女评论区都是在开黄腔我看其他平台也没这样啊，难怪被人叫慢脚都是有原因的恶心东西
2023/10/29,414,user052,《江城第一狗仔倬伟》《不知名暴发户二代》《慢脚卖凤爪》哥哥们我真的笑的头很痛
2023/11/11,0,user053,感觉我看的东西一堆慢脚老铁动态文化
2023/11/16,0,user054,我服了嘞 刷到小时候一起玩的一个妹妹 十六岁了！！！！！！怎么是精神小妹的模样文案和照片也很符合慢脚文化。。。。再大几岁就醒悟了
2023/11/16,787,user055,📣原来七脚盆的概念是慢脚概念 集美概念好绝 📣enhypen概念豪爵 📣枪与玫瑰 随时为公主待命
2023/11/17,,user056,"慢脚文化//:试图融入一些中国街头文化但失败了,好家伙……鱼香茄子 韭菜炒鸡蛋 麻辣羊肉串 除了现在别无他法"
2023/11/22,1,user057,已经体会到一些老人与时下流行事物所脱节的感受了，当年科三只是路考，现在已变舞蹈，这种半身不遂式的抽搐也是短视频APP上火起来的吗？难道不用哆嗦音和慢脚就不能与世界请神接鬼了吗
2023/11/26,10,user058,慢脚好有趣哈哈哈
2023/12/3,1266,user059,现在就是这样，我试图在抖抖和慢脚安利，发一个视频哑一个！
2024/8/2,345,user060,"是不是我太纵容你了 心机养女✖️养父系列5 最近除了协会里的事，你的另一件事情也很重要。 在桃桃的人脉下你找到了一个人来扮演你的男朋友。 光是扮演还不够，你让他学着慢脚文化里那样打扮。各种奇葩的穿搭 展开,秦彻超话🍒 🐦 是不是我太纵容你了 心机养女✖️养父系列5 最近除了协会里的事，你的另一件事情也很重要。 在桃桃的人脉下你找到了一个人来扮演你的男朋友。 光是扮演还不够，你让他学着慢脚文化里那样打扮。各种奇葩的穿搭和发型一齐上阵。 你：「今晚我回家吃饭。」 秦彻几乎是秒回了一个好字。 那男孩只知道自己要扮演一个角色，却不知道自己要面对的是谁，在进别墅前还是一副吊儿郎当的样子。 秦彻开门的一瞬间和男孩对视，两人都是一愣，后者嚼着口香糖的嘴立马就停了。 开门的秦彻身上还围着围裙，目光不太友善看着你，“这是谁？” “好饿啊daddy，我们边吃边说吧！”你牵着男孩的手就往里面走，秦彻的目光在背后一直追随着那双手。 饭桌上那男孩局促得不行，给自己倒着红酒的秦彻礼貌问他要来一杯吗他都不会说话。 唯一一个动筷的你不停给那男孩使眼色。这人不能把剧本忘了吧？ 他深吸一口气开口，“伯父我03月29日来就想跟你说，我们在一起了并且已经在规划未来了！” “伯父？”秦彻听笑了。 “过来。”秦彻把高脚杯放下，使了些劲拉住你的手去书房。 “干什么啊daddy，我已经成年了，谈个恋爱很正常吧？”你看他把书房的门锁上心里有点慌张。 “是不是我太纵容你了？”秦彻的语气冷得可怕。 “都说事不过三，你都拒绝我三次了，我另寻他人不可以吗？”你开始带着哭腔。 果然秦彻语气立马就软了下来但说的话依然直白，“不可以。我给你最好的成长环境和教育资源，为的就是让你远离这种人。从小时候的芭比娃娃到现在你喜欢的枪，他都给不了你，你明白吗？” “那这个世界上除了你，就没有人能给我了不是吗？”你泪眼婆娑看着他。 “拒绝我，又看不上他们做你的女婿，你要我怎么做？”你抹了抹眼泪质问他。 如果这步计划还是失败，那你就彻底和他断了关系。 一句话把秦彻问住了，他到底想要什么呢。事到如今已经没有办法做一辈子的父女，难道要做一辈子的仇人吗？ 他不要。 “唔…”秦彻突然低头吻住了你。 计划成功。 “…要你出去跟他说，我是你的男朋友。”秦彻捧着你的脸，右眼泛着红光。 “你不怕我被人说闲话吗，daddy？”你故意发难。 “一颗子弹的事。”碍于慈父的身份，但其实早就想好了对策。 “可是…我们是父女诶…”你不怀好意看着他，想看看他能说出些什么来。 “恋爱也是你成长中很重要的一课，为了你的成长，daddy亲自教你比较放心。” 不愧是秦彻。 等你们走出书房，餐桌上哪还有人，早就没了影儿。 收起"
2024/8/21,18323,user061,国外的慢脚文化，每个视频看了都想让人报警 民间迷惑行为的微博视频
2024/8/24,128,user063,我们马少也是玩上慢脚文化了
2024/8/26,42,user064,"【】不平等的算法让他们的人生困在不同的井里数据显示，截至2024年3月，包括三线及以下城市在内的下沉市场用户持续增长，规模达到6.47亿，在整个移动互联网大盘中的占比达到52.6%。这一串数字的背后，是主流媒体目光外的暗角。20 展开,【】不平等的算法让他们的人生困在不同的井里数据显示，截至2024年3月，包括三线及以下城市在内的下沉市场用户持续增长，规模达到6.47亿，在整个移动互联网大盘中的占比达到52.6%。这一串数字的背后，是主流媒体目光外的暗角。2016年，一篇火遍全网的《残酷底层物语》让大众窥见了一个魔幻、粗糙而又真实的世界。8年过去了，围观的热情早已消耗殆尽，但荒诞仍在持续。它继续下沉，形成了人们嘴里的“慢脚文化”。也有人将之称为：这是一片隐藏在下沉世界的暗网。在网上，嘲笑并围观一些短视频平台上的奇人异事，正在成为一种新的网络现象。人们习惯把这些猎奇炸裂的景观，统称为“慢脚文化”。《残酷底层物语》一文爆火8年后，生吃死猪肉、干嚼玻璃与鞭炮炸裤裆的违规视频早已被扫入赛博坟地，但荒诞怪异的抽象内容却迎来了新的变化。如果说喊麦和炸档是成年人的狠活儿，那么如今的一些短视频平台就是一片未成年软色情的黑暗沼泽。这些儿童成人化的视频犹如脱缰野马，在审核的极限边缘摩擦着路人的感官极限。在这里，你可以见证一百种青少年叛逆期的可能。90后的青春期，社交网络仍然停留在QQ留言板，再叛逆也无非是把QQ空间换成全黑色背景，写两句伤感乱码，在校服上添几个鬼画符。但凡月考考砸一次，人立刻就老实了。而10后的青春期，是短视频与算法共同统治的天下。当一个女孩躺进水沟里cos“水母”获得了点赞，进而就会有成百上千的同龄人效仿。如果在检索栏搜索“水母”，你能看到几百个躺在臭水沟里的奥菲莉亚。每个人的文案都是一句“下辈子做个水母吧，因为它没有心脏”，这么多年过去了，疼痛文学依然霸占了青少年的心智，并且换了一种更夸张的表现形式。遗憾的是，似乎没有人告诉这些女孩们，躺在细菌含量超标的污水里可能会致病。他们在穿着、语言、行为上，全力模仿着他们看到的成人世界。花时间潜入短视频平台的小学生圈层，你会发现最常见的网络用语是“混吗？抽烟吗？喝酒吗？幸福吗？”答案的统一格式是：混，抽，喝，不幸福。具体为啥不幸福，可能是作业太多了。有人在12岁的年纪，已经获得了长达3年的烟龄，有人在最无力的年纪遇到了最想保护的人，有人想起幼儿园的前任痛哭流涕。每个小学生都能说出一段心碎的过往，听到《水星记》都会想念自己的“前妻姐”和“前夫哥”。在这里，除了没见过鬼，什么都见过了。四年级可能是伤感文豪，八岁女孩可能是贴着假睫毛的颜值网红，幼儿园的孩子也会摆出社会人的姿势合影，五年级的女孩穿着性感的同时手里还掐着烟，三年级的男孩同时拿下八个小美。在牙还没换齐的年纪，他们自称是合格的老烟民老酒鬼。“混的”变成10后的通用语言，他们攀比“谁看起来更有实力”的场景，让人梦回90年代古惑仔风靡录像厅的余晖。他们在本应手写同学录的年龄，郑重地在个人简介写上了“已有家妻，勿扰”。他们有自己独特的“占领厕所运动”，站在旱厕上方就可以刷新身份“厕所战神”，文案一定会配上一句“太有实力了”。有没有实力不好评价，但至少每次看了都担心他们失足摔落粪坑。早婚早孕也在这里贯彻落实，让人着急的生育率在这里有了显著提升。05年孕妇三胎日常，06年已婚小孕妇日常，08年农村养胎日常。人生短短三万天，孩子他爸进去蹲了15000天。在这里你还能看到“不知不觉孩子已经30周了，也不知道孩子他爸放寒假会不会来看我们母子”这样的炸裂文字。有人调侃这就叫“一家三口看病都得去儿童医院挂号”，任何人看了都会沉默三秒，默默回忆我国法定结婚年龄到底是几岁。最经典的莫过于这条文案：他一句负责我就生了。短短九个字，让人不禁感慨女性主义在中国的普及也许只是零。一旦有好心人劝她们不要在十几岁的年纪就结婚生育，都会被她们视为“你嫉妒我幸福是吧？”观众还有机会观赏“孕妇软色情”画面。比如双马尾孕妇坐在瑜伽球上进行上下弹动，大月份孕妇和丈夫玩“皮鞭打屁股”。谁也想不到有一天能看到孕妇带球擦边。你还有机会游览整个中文互联网都罕见的软色情重灾区。监管在这里似乎进入了真空地带，审核疑似常年放假不在岗。在其他平台绝对过不了审的内容，在这里如同赛博赵子龙，七进七出如入无人之境。十多岁的女孩把身材p出不符合年龄的曲线，穿着成年人的裙子跳扭臀舞。二十岁多女孩解开JK短裙的拉链，挡在腰臀前面摆出性感姿势，配一句“这才是JK的正确穿搭”。海量职业擦边网红在这里找到了稳定编制。有人穿着洛丽塔公主裙直接躺在水泥地上，故意露出一截白花花的大腿引人联想。有人在台球厅穿着清凉，把胸部当作球杆支架，台球厅和天上人间也没多大区别。看完让人不禁感叹，到底是谁发明了这些千奇百怪的擦边方法，既能吸引眼球又能极限过审，堪称软色情界的爱因斯坦。误入评论区，还能不小心窥见大型人体照片交易市场。从12岁的六年级女孩到22岁的女大学生，各个年龄段的女性都在贩卖自己的私密照，“粉的”“黑的”“展雷”“取货”就是接头暗号，你应该也能猜到，这些词语指代女性私处和胸部。更有慈悲的菩萨心肠，不需要金钱交易，说声“谢谢”就能给对方发照片。未成年女性义无反顾地将自己安放在被贩售与被凝视的位置，并在这种观看中获得自我认同——越来越多的青少年正在效仿这种行为。除了交换私密照，在评论区还集合了“同城约炮交友”“SM关系寻找性伴侣”等炸裂文字。最幽默的是，在这些寻友启示下方，统一备注了一条特殊要求：不能告诉家长。实际年龄你们就猜吧，一猜一个不吱声。短视频平台就这么一拳干翻了Tinder和探探，击穿了三四线城市的00后和10后的交友圈。大多数上了年纪的城市白领，看完都会产生一种脑壳被掀开后浇了一遍开水的应激反应，需要一场驱魔仪式才能净化双眼——原来这就是我识字的报应。儿童成人化是互联网面临的重大危机。当短视频平台打破了年龄、性别、时间与空间的间隔，只要关掉“青少年模式”，未成年人就可以毫无障碍地闯入成年人的世界。一个儿童几乎不需要跨越任何门槛，就能抵达成年人的擦边直播间。这种个性化的内容推荐机制，打破了成年世界与儿童世界的间隔。青少年可以在不断地上划中，被不分年龄的短视频彻底淹没，算法成功将他们“催熟”为不合时宜的伪大人。于是，成年人的话语体系成功入侵了未成年的世界。在乡镇青少年的手机里，是一整套远离大城市叙事的野蛮生态，他们目睹并习得了成年人社会原始的生存之道——横亘村镇县城的街道与田间，拳头、钞票、混社会才是看得见摸得着的“实力”，性经验越丰富，才能证明一个人的人格魅力。如果我们不去特意搜索，根本无法想象，在一部分青少年群体的价值观里，“退学混社会”是另一种政治正确。在63%的农村辍学率面前，厌学已经超过了贫穷，成为辍学的首要因素。短视频在传播过程中催生了更民间更野蛮的“读书无用论”，并且结结实实地灌输到了10后的认知之中。一句“宝宝你才十多岁，选择退学出社会的那一刻真的超级勇敢”，让屏幕前的成年人都快不认识“勇敢”两个字了。还有这样一条视频，上面只写了一个问题：“你选择上学还是混社会”，评论区里的回答齐刷刷地回答混社会，读书竟然沦落为被众人嘲笑的选择。另一方面，在爱情与性关系上的早熟，导致未成年人产生关于恋爱婚姻的认知错乱。他们饥渴地模仿成年人的情感关系，试图从中获得一种“成长的错觉”。根据学者调查，在某平台300个儿童短视频研究样本中，涉及爱情的样本高达22.66%，并且呈现出幼龄化趋势。乡镇农村学校性教育的缺位，导致这些未成年人根本意识不到，他们口中的“得吃”“破处”“睡了”“中招”到底意味着什么。生理卫生常识是空白的。女孩跟着短视频学习辨认自己的生理情况，两个月不来月经也只是在评论区求助其他精神小妹。男孩以炫耀自己更早接触性生活为傲，用动物性掠夺思维来武装自己的身体。没有人引导过他们，真正的性到底是什么，于是他们有样学样，模仿着那些在成人短视频和现实世界里学习的性观念。下沉市场的未成年男女对婚育的接受程度，也和城市男女构成了两个极端。当一线城市的生育率越来越低、离婚率越来越高、女性主义不断觉醒的同时，短视频平台上产生了大批量的低龄孕妇和新手妈妈，有人甚至并没有达到法定结婚年龄——这在农村并不是什么新鲜事。从02年到09年，各个年龄段的孕妇日常vlog变成最热的视频赛道，她们遍布河南、山东、安徽等不发达地区的农村和县城。视频里能看到同样未成年的丈夫，面容年轻的公婆。想象一个陌生女孩的人生，可能早早结束了义务教育，认识了同村的男朋友，缺乏性知识于是顺理成章的早婚早育，父母也如愿以偿拿到了彩礼，将她们拱手送进了婆家的自建房里。这些粗糙的vlog背后，可能就是一个女孩稀里糊涂的一生。 收起"
2024/8/28,1,user065,"《一些抓马荒诞且难忘的时刻..》p1:因为想拍撒隆达很潇洒很酷酷的视频，但一人只有一叠，ng以后只能跟捡破烂的一样重新捡起来重撒....p2:想拍和dy一样很自由很潇洒的奔跑视频 结果鞋有点大...跑着跑着👟离家出走了...又很狼狈的踩着慢脚的沙子去穿鞋...再五千多海拔跑了一遍又一遍...然后就是回车 展开,《一些抓马荒诞且难忘的时刻..》p1:因为想拍撒隆达很潇洒很酷酷的视频，但一人只有一叠，ng以后只能跟捡破烂的一样重新捡起来重撒....p2:想拍和dy一样很自由很潇洒的奔跑视频 结果鞋有点大...跑着跑着👟离家出走了...又很狼狈的踩着慢脚的沙子去穿鞋...再五千多海拔跑了一遍又一遍...然后就是回车里老老实实的吸氧真的是一生要出片的中国女人...p3:同行的姐姐记录的我和弟弟火急火燎赶🚞的画面...真tm感觉苏炳添跑的都没我俩快....因为拉萨举行马拉松各个地方都封路不让开...还超级大堵车..就差那么一分钟 就要滞留拉萨到八天后才能回家了...感恩司机叔叔秋名山车神的车速 拉萨会整治每一个慢吞吞的人跑到高反 跑到想死...p4:在无比煎熬精神崩溃的夜晚，果然音乐就是电子布洛芬，一首说不上完美 也说不上多燃的蓝莲花，竟听得不禁热泪盈眶...仿佛这就是青春..p5:（忽略那抖的不行的画面，还有五音不全的声音哈哈哈）在遥远的路途中，看着车窗外跟内陆完全不一样壮阔都风景，车载音乐放着自己喜欢的歌曲，和路上认识的朋友们在车里吸着氧但依旧毫不在意放肆的唱歌 真的很自由 很开心 好像又切切实实体会到了人活着就是为了某些时刻的含金量 虽不完美但却切切实实的自由和洒脱～p6:去了家很火的藏族网红店 体验了一下藏族人民的热情 大家在店里吃着火锅 弹着乐器 载歌载舞 虽然听不懂藏语 但那热情确实可以打破语言障碍真切的感受到的。藏族小女孩跳的新疆舞 那小表情很可爱哈哈哈哈虽然我也不知道为什么她会跳新疆舞p7:有些时候真的恨手机拍不出自己当时切身看到的画面和感受...在路途中记录的一段车子上下坡的画面，那天天气很好 因为高海拔云真的离自己很近很近，近到好似真的一踮脚就可以触碰到一般..那天感觉好像自己好似加勒比海盗一般 一路乘风破浪 仿佛要迎来黎明曙光一般的畅快 天真的是没有杂质一般的蓝 云朵又很纯净 大自然真的美啊！p8:在西藏体验了酒吧文化 确实唱腔很摇滚很潇洒 然后西藏酒吧清一色的结束曲目竟都是再见 欢快的曲调 但听着确实是非常不舍 很奇怪 短短几天 竟也舍不得这片土地 对它产生了浓烈的依赖 戒断反应有点严重...p9:和同行姐姐爬坡撒完隆达后 俩人坐在山坡上有一搭没一搭的聊着天 聊到兴起时想要点根🚬 结果海拔太高 打火机根本点不着...后面还是一个热心的藏族小哥帮我们点着的 大早上看着大好河山 来那么一根 很畅快！举起相机记录 竟还是铁憨憨一般哈哈哈哈 看来想要酷酷的是一门难修的课题... 收起"
2024/9/30,0,user066,慢脚文化太恐怖了 朋友是老师说小学的孩子就已经开始抽烟了甚至有很畸形的“性”思想。。一生保守的中国人创造了14亿人口 这句话的含金量还在上升
2024/10/8,175,user067,"就性魅力市场而言，我们老中已经是最对“不修外星人”“瘪人土人”友好了…毫无性张力儿童身材在国内甚至是受欢迎标杆（不分男女，慢脚网络男神都是感觉肋骨根根分明的欧美不健身其实就会被认为没什么吸引力，瘦但是会打扮会纹身还可以走走亚文化美女帅哥路线，不然就准备做村人吧，出村就没啥市场 展开,就性魅力市场而言，我们老中已经是最对“不修外星人”“瘪人土人”友好了…毫无性张力儿童身材在国内甚至是受欢迎标杆（不分男女，慢脚网络男神都是感觉肋骨根根分明的欧美不健身其实就会被认为没什么吸引力，瘦但是会打扮会纹身还可以走走亚文化美女帅哥路线，不然就准备做村人吧，出村就没啥市场化妆打扮做发型基本上还是“选择”是加分项，而不是必须项，在日本如果你不怎么打理发型好看女装选项就很有限了韩国更加卷生卷死，融入胜利组必须有外貌加持在中国魅力不是融入主流的必选项，所以这方面竞争真的很低，哪怕你坚持休闲好嫁风穿搭在国内也可以算有点会打扮了，在发达国家根本不够看 收起"
2024/10/9,0,user068,慢脚有着好诡异的文化，偷看大家族直播，结果拿着麦吵了一个小时连带扇巴掌连坐劝架匿名投票线上投票听说剧本就是吵，但是天天吵换着吵这能吵完吗我想看你们摇起来我要看摇子太诡异了诡异的有点想看
2024/10/16,92,user069,"关注抽象文化这么久了，从药水哥的西鼠霸王时期就知道他，到后来直播名场面和水友对骂一句“宁配吗”六小时一战成名，再到他花钱给人表演抽象节目的维也纳金色大厅时期，然后和一龙、向佐整抽象打拳比赛，在中国新说唱上居然认认真真唱了一首蛮出圈的歌，之后销声匿迹一段时间又爆出他暴肥，再到现在参 展开,关注抽象文化这么久了，从药水哥的西鼠霸王时期就知道他，到后来直播名场面和水友对骂一句“宁配吗”六小时一战成名，再到他花钱给人表演抽象节目的维也纳金色大厅时期，然后和一龙、向佐整抽象打拳比赛，在中国新说唱上居然认认真真唱了一首蛮出圈的歌，之后销声匿迹一段时间又爆出他暴肥，再到现在参加健美比赛瘦成魔鬼筋肉人。抽象在过去一直是边缘的，小众的，属于你看不见的下沉市场和基本盘，因此我们看到一个个时势造出来的英雄，又看那些被捧上神坛的网红们流星一般划过天际，再也不见踪影。互联网将各种生活都扁平化地置于同一空间以内予以观赏性，各种各样的人都因此拥有了能够上桌吃饭的资格，但同时也加重了这无形的壁垒——这些边缘的粗野的纯娱乐向的小众文化将不断经历着"
2024/11/12,9,user070,dy的下沉市场真的太严重了，，，简单来说就是野猪吃不了细糠，露这露那是dy大部分人的细糠，早晚沦为第二个慢脚
2024/11/17,1,user071,让时代少年团和慢脚解约 然后给我两张演唱会的票 再给我和我朋友两万块钱
