submit_time,duration,source,source_detail,age_group,gender,daily_usage,know_manjiao,know_channel,watch_content,content_type,attitude,notice_teen,teen_age,teen_usage,teen_share,teen_prefer,teen_imitate_general,teen_mood,teen_escape,teen_social_less,teen_online_interact,teen_manjiao_exp,teen_imitate,guardian_restrict,impact_judge,regulation_suff,support_regulation,algo_exposure,impact_text,suggest_text,duration_sec,know_channel_A,know_channel_B,know_channel_C,know_channel_D,content_type_A,content_type_B,content_type_C,content_type_D,teen_prefer_A,teen_prefer_B,teen_prefer_C,teen_prefer_D,teen_prefer_E,age_group_code,gender_code,daily_usage_code,know_manjiao_code,watch_content_code,attitude_code,notice_teen_code,teen_usage_code,teen_share_code,teen_imitate_general_code,teen_mood_code,teen_escape_code,teen_social_less_code,teen_online_interact_code,teen_manjiao_exp_code,teen_imitate_code,guardian_restrict_code,impact_judge_code,regulation_suff_code,support_regulation_code,algo_exposure_code,teen_mood_score,teen_escape_score,teen_social_less_score,teen_online_interact_score,teen_manjiao_exp_score,teen_imitate_score,teen_imitate_general_score,risk_score,imitate_increment
2025/3/12 18:16:46,98秒,微信,,D. 18岁以上  ,B. 女,C. 2-4小时,A. 非常了解,A. 快手等短视频平台┋B. 朋友或同学,B. 偶尔观看,B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）┋C. 负能量相关内容（死亡妆容、引导自残、自杀等内容）,D. 不太喜欢,A. 是,15-18岁,D. 3小时以上,A. 经常,A. 搞笑类,A. 经常模仿,B. 否,B. 否,B. 否,B. 否,B. 否,D. 从不模仿,B. 否,C. 既有积极也有消极影响,C. 不够,A. 非常支持,A. 是,(空),(空),98,1,1,0,0,0,1,1,0,1,0,0,0,0,D,B,C,A,B,D,A,D,A,A,B,B,B,B,B,D,B,C,C,A,A,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
2025/3/12 18:16:57,80秒,微信,,D. 18岁以上  ,B. 女,A. 少于1小时,C. 听说过但不了解,A. 快手等短视频平台,C. 从未观看,A. 慢节奏生活（如手工、园艺等）,C. 中立,A. 是,10岁以下,A. 少于1小时,C. 很少,A. 搞笑类,B. 偶尔模仿,C. 不确定,B. 否,B. 否,B. 否,B. 否,C. 很少模仿,B. 否,C. 既有积极也有消极影响,C. 不够,A. 非常支持,A. 是,(空),(空),80,1,0,0,0,1,0,0,0,1,0,0,0,0,D,B,A,C,C,C,A,A,C,B,C,B,B,B,B,C,B,C,C,A,A,0.5,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333333,0
2025/3/12 18:17:46,84秒,微信,,D. 18岁以上  ,A. 男,D. 4小时以上,C. 听说过但不了解,B. 朋友或同学,C. 从未观看,B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）┋C. 负能量相关内容（死亡妆容、引导自残、自杀等内容）,E. 非常反感,A. 是,10岁以下,D. 3小时以上,A. 经常,B. 低俗类,B. 偶尔模仿,A. 是（如易怒、焦虑、抑郁）,B. 否,B. 否,B. 否,A. 是,B. 偶尔模仿,A. 是,B. 消极影响更多,D. 完全不够,A. 非常支持,A. 是,(空),(空),84,0,1,0,0,0,1,1,0,0,1,0,0,0,D,A,D,C,C,E,A,D,A,B,A,B,B,B,A,B,A,B,D,A,A,,0.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,1.6666666666666665,0
2025/3/12 18:18:47,63秒,微信,,D. 18岁以上  ,B. 女,C. 2-4小时,C. 听说过但不了解,B. 朋友或同学,C. 从未观看,B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）,E. 非常反感,B. 否,,,,,,,,,,,,,B. 消极影响更多,C. 不够,A. 非常支持,A. 是,(空),(空),63,0,1,0,0,0,1,0,0,0,0,0,0,0,D,B,C,C,C,E,B,,,,,,,,,,,B,C,A,A,,,,,,,,0.0,0
2025/3/12 18:20:31,163秒,微信,,D. 18岁以上  ,B. 女,D. 4小时以上,B. 了解一些,A. 快手等短视频平台┋B. 朋友或同学,A. 经常观看,B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）┋C. 负能量相关内容（死亡妆容、引导自残、自杀等内容）,E. 非常反感,A. 是,15-18岁,C. 2-3小时,C. 很少,A. 搞笑类,B. 偶尔模仿,C. 不确定,C. 不确定,C. 不确定,A. 是,C. 不确定,C. 很少模仿,C. 不确定,B. 消极影响更多,D. 完全不够,A. 非常支持,A. 是,(空),(空),163,1,1,0,0,0,1,1,0,1,0,0,0,0,D,B,D,B,A,E,A,C,C,B,C,C,C,A,C,C,C,B,D,A,A,0.5,0.5,0.5,1.0,0.5,0.3333333333333333,0.6666666666666666,3.3333333333333335,0
2025/3/12 18:22:58,109秒,微信,,C. 16-18岁  ,B. 女,C. 2-4小时,B. 了解一些,A. 快手等短视频平台┋B. 朋友或同学,B. 偶尔观看,B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）┋C. 负能量相关内容（死亡妆容、引导自残、自杀等内容）,E. 非常反感,A. 是,10岁以下,C. 2-3小时,A. 经常,E.其他,B. 偶尔模仿,C. 不确定,C. 不确定,C. 不确定,C. 不确定,B. 否,B. 偶尔模仿,C. 不确定,B. 消极影响更多,C. 不够,A. 非常支持,C. 不确定,(空),(空),109,1,1,0,0,0,1,1,0,0,0,0,0,1,C,B,C,B,B,E,A,C,A,B,C,C,C,C,B,B,C,B,C,A,C,0.5,0.5,0.5,0.5,0.0,0.6666666666666666,0.6666666666666666,2.6666666666666665,0
2025/3/12 18:25:57,124秒,微信,,D. 18岁以上  ,B. 女,B. 1-2小时,B. 了解一些,B. 朋友或同学,B. 偶尔观看,B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）┋C. 负能量相关内容（死亡妆容、引导自残、自杀等内容）,C. 中立,A. 是,10-13岁,B. 1-2小时,B. 偶尔,D. 生活类,B. 偶尔模仿,B. 否,B. 否,C. 不确定,C. 不确定,C. 不确定,B. 偶尔模仿,B. 否,C. 既有积极也有消极影响,C. 不够,D. 无所谓,C. 不确定,(空),(空),124,0,1,0,0,0,1,1,0,0,0,0,1,0,D,B,B,B,B,C,A,B,B,B,B,B,C,C,C,B,B,C,C,D,C,0.0,0.0,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,2.1666666666666665,0
2025/3/12 18:26:05,99秒,微信,,D. 18岁以上  ,A. 男,C. 2-4小时,B. 了解一些,A. 快手等短视频平台,C. 从未观看,B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）┋C. 负能量相关内容（死亡妆容、引导自残、自杀等内容）,E. 非常反感,B. 否,,,,,,,,,,,,,B. 消极影响更多,D. 完全不够,A. 非常支持,B. 否,1,1,99,1,0,0,0,0,1,1,0,0,0,0,0,0,D,A,C,B,C,E,B,,,,,,,,,,,B,D,A,B,,,,,,,,0.0,0
2025/3/12 18:27:27,192秒,微信,,D. 18岁以上  ,B. 女,A. 少于1小时,B. 了解一些,A. 快手等短视频平台┋B. 朋友或同学,C. 从未观看,A. 慢节奏生活（如手工、园艺等）┋D.其他,E. 非常反感,B. 否,,,,,,,,,,,,,B. 消极影响更多,C. 不够,A. 非常支持,C. 不确定,(空),(空),192,1,1,0,0,1,0,0,1,0,0,0,0,0,D,B,A,B,C,E,B,,,,,,,,,,,B,C,A,C,,,,,,,,0.0,0
2025/3/12 18:27:44,111秒,微信,,D. 18岁以上  ,B. 女,B. 1-2小时,B. 了解一些,A. 快手等短视频平台┋B. 朋友或同学,B. 偶尔观看,A. 慢节奏生活（如手工、园艺等）,C. 中立,A. 是,13-15岁,A. 少于1小时,A. 经常,A. 搞笑类,B. 偶尔模仿,B. 否,B. 否,A. 是,A. 是,C. 不确定,C. 很少模仿,B. 否,C. 既有积极也有消极影响,B. 比较足够,D. 无所谓,A. 是,(空),(空),111,1,1,0,0,1,0,0,0,1,0,0,0,0,D,B,B,B,B,C,A,A,A,B,B,B,A,A,C,C,B,C,B,D,A,0.0,0.0,1.0,1.0,0.5,0.3333333333333333,0.6666666666666666,2.8333333333333335,0
2025/3/12 18:28:34,61秒,微信,,D. 18岁以上  ,A. 男,A. 少于1小时,B. 了解一些,A. 快手等短视频平台┋C. 新闻报道,B. 偶尔观看,B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）┋C. 负能量相关内容（死亡妆容、引导自残、自杀等内容）,D. 不太喜欢,A. 是,10-13岁,B. 1-2小时,B. 偶尔,B. 低俗类,C. 很少模仿,C. 不确定,C. 不确定,C. 不确定,B. 否,C. 不确定,C. 很少模仿,C. 不确定,B. 消极影响更多,C. 不够,B. 比较支持,A. 是,(空),(空),61,1,0,1,0,0,1,1,0,0,1,0,0,0,D,A,A,B,B,D,A,B,B,C,C,C,C,B,C,C,C,B,C,B,A,0.5,0.5,0.5,0.0,0.5,0.3333333333333333,0.3333333333333333,2.3333333333333335,0
2025/3/12 18:28:43,103秒,微信,,D. 18岁以上  ,B. 女,B. 1-2小时,B. 了解一些,A. 快手等短视频平台┋C. 新闻报道,B. 偶尔观看,B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）,E. 非常反感,B. 否,,,,,,,,,,,,,B. 消极影响更多,D. 完全不够,A. 非常支持,C. 不确定,腐蚀思想，树立错误的价值观,不能过审此类短视频,103,1,0,1,0,0,1,0,0,0,0,0,0,0,D,B,B,B,B,E,B,,,,,,,,,,,B,D,A,C,,,,,,,,0.0,0
2025/3/12 18:29:59,121秒,微信,,D. 18岁以上  ,B. 女,C. 2-4小时,C. 听说过但不了解,A. 快手等短视频平台┋B. 朋友或同学┋C. 新闻报道,C. 从未观看,A. 慢节奏生活（如手工、园艺等）┋B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）┋C. 负能量相关内容（死亡妆容、引导自残、自杀等内容）,C. 中立,A. 是,13-15岁,C. 2-3小时,C. 很少,A. 搞笑类,A. 经常模仿,C. 不确定,B. 否,C. 不确定,C. 不确定,C. 不确定,B. 偶尔模仿,B. 否,C. 既有积极也有消极影响,C. 不够,A. 非常支持,C. 不确定,(空),(空),121,1,1,1,0,1,1,1,0,1,0,0,0,0,D,B,C,C,C,C,A,C,C,A,C,B,C,C,C,B,B,C,C,A,C,0.5,0.0,0.5,0.5,0.5,0.6666666666666666,1.0,2.6666666666666665,0
2025/3/12 18:32:36,186秒,微信,,D. 18岁以上  ,B. 女,B. 1-2小时,D. 完全不了解,D. 其他（请注明）〖调查问卷〗,C. 从未观看,A. 慢节奏生活（如手工、园艺等）,B. 比较喜欢,A. 是,15-18岁,C. 2-3小时,B. 偶尔,A. 搞笑类,C. 很少模仿,B. 否,B. 否,B. 否,B. 否,B. 否,B. 偶尔模仿,B. 否,B. 消极影响更多,B. 比较足够,B. 比较支持,B. 否,无,无,186,0,0,0,1,1,0,0,0,1,0,0,0,0,D,B,B,D,C,B,A,C,B,C,B,B,B,B,B,B,B,B,B,B,B,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1
2025/3/12 18:32:47,82秒,微信,,D. 18岁以上  ,B. 女,A. 少于1小时,D. 完全不了解,B. 朋友或同学,C. 从未观看,B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）┋C. 负能量相关内容（死亡妆容、引导自残、自杀等内容）,C. 中立,B. 否,,,,,,,,,,,,,C. 既有积极也有消极影响,C. 不够,B. 比较支持,A. 是,(空),(空),82,0,1,0,0,0,1,1,0,0,0,0,0,0,D,B,A,D,C,C,B,,,,,,,,,,,C,C,B,A,,,,,,,,0.0,0
2025/3/12 18:34:50,76秒,微信,,D. 18岁以上  ,B. 女,B. 1-2小时,D. 完全不了解,A. 快手等短视频平台,C. 从未观看,D.其他,C. 中立,A. 是,15-18岁,C. 2-3小时,B. 偶尔,C. 正能量类,B. 偶尔模仿,B. 否,B. 否,A. 是,B. 否,C. 不确定,C. 很少模仿,B. 否,C. 既有积极也有消极影响,C. 不够,A. 非常支持,B. 否,(空),(空),76,1,0,0,0,0,0,0,1,0,0,1,0,0,D,B,B,D,C,C,A,C,B,B,B,B,A,B,C,C,B,C,C,A,B,0.0,0.0,1.0,0.0,0.5,0.3333333333333333,0.6666666666666666,1.8333333333333333,0
2025/3/12 18:34:51,128秒,微信,,D. 18岁以上  ,B. 女,D. 4小时以上,B. 了解一些,A. 快手等短视频平台┋C. 新闻报道,C. 从未观看,B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）┋C. 负能量相关内容（死亡妆容、引导自残、自杀等内容）,E. 非常反感,A. 是,13-15岁,C. 2-3小时,B. 偶尔,D. 生活类,C. 很少模仿,B. 否,B. 否,B. 否,B. 否,A. 是,C. 很少模仿,A. 是,B. 消极影响更多,D. 完全不够,A. 非常支持,B. 否,(空),(空),128,1,0,1,0,0,1,1,0,0,0,0,1,0,D,B,D,B,C,E,A,C,B,C,B,B,B,B,A,C,A,B,D,A,B,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,0
2025/3/12 18:35:16,134秒,微信,,D. 18岁以上  ,B. 女,B. 1-2小时,C. 听说过但不了解,C. 新闻报道,C. 从未观看,B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）,E. 非常反感,B. 否,,,,,,,,,,,,,B. 消极影响更多,C. 不够,B. 比较支持,B. 否,让很多不合理的行为潜移默化世界观还很混乱的青少年,ban＋传播优秀文化,134,0,0,1,0,0,1,0,0,0,0,0,0,0,D,B,B,C,C,E,B,,,,,,,,,,,B,C,B,B,,,,,,,,0.0,0
2025/3/12 18:35:16,97秒,微信,,D. 18岁以上  ,A. 男,A. 少于1小时,D. 完全不了解,D. 其他（请注明）〖这里〗,C. 从未观看,D.其他,C. 中立,A. 是,13-15岁,B. 1-2小时,C. 很少,E.其他,C. 很少模仿,B. 否,A. 是,A. 是,C. 不确定,B. 否,D. 从不模仿,B. 否,C. 既有积极也有消极影响,C. 不够,A. 非常支持,C. 不确定,(空),(空),97,0,0,0,1,0,0,0,1,0,0,0,0,1,D,A,A,D,C,C,A,B,C,C,B,A,A,C,B,D,B,C,C,A,C,0.0,1.0,1.0,0.5,0.0,0.0,0.3333333333333333,2.5,0
2025/3/12 18:35:45,105秒,微信,,D. 18岁以上  ,B. 女,B. 1-2小时,B. 了解一些,A. 快手等短视频平台┋B. 朋友或同学,C. 从未观看,B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）┋C. 负能量相关内容（死亡妆容、引导自残、自杀等内容）,D. 不太喜欢,B. 否,,,,,,,,,,,,,B. 消极影响更多,D. 完全不够,A. 非常支持,A. 是,容易跟风，影响三观形成,(空),105,1,1,0,0,0,1,1,0,0,0,0,0,0,D,B,B,B,C,D,B,,,,,,,,,,,B,D,A,A,,,,,,,,0.0,0
2025/3/12 18:40:37,66秒,微信,,D. 18岁以上  ,B. 女,B. 1-2小时,B. 了解一些,C. 新闻报道,C. 从未观看,B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）,E. 非常反感,B. 否,,,,,,,,,,,,,B. 消极影响更多,C. 不够,A. 非常支持,B. 否,(空),(空),66,0,0,1,0,0,1,0,0,0,0,0,0,0,D,B,B,B,C,E,B,,,,,,,,,,,B,C,A,B,,,,,,,,0.0,0
2025/3/12 18:42:18,182秒,微信,,D. 18岁以上  ,B. 女,B. 1-2小时,C. 听说过但不了解,A. 快手等短视频平台┋B. 朋友或同学┋C. 新闻报道,C. 从未观看,A. 慢节奏生活（如手工、园艺等）,C. 中立,A. 是,10-13岁,B. 1-2小时,B. 偶尔,A. 搞笑类,B. 偶尔模仿,B. 否,B. 否,B. 否,A. 是,C. 不确定,C. 很少模仿,B. 否,C. 既有积极也有消极影响,C. 不够,A. 非常支持,B. 否,使用手机的频率增加,多一些积极正能量的内容,182,1,1,1,0,1,0,0,0,1,0,0,0,0,D,B,B,C,C,C,A,B,B,B,B,B,B,A,C,C,B,C,C,A,B,0.0,0.0,0.0,1.0,0.5,0.3333333333333333,0.6666666666666666,1.8333333333333333,0
2025/3/12 18:43:18,91秒,微信,,D. 18岁以上  ,B. 女,A. 少于1小时,C. 听说过但不了解,A. 快手等短视频平台┋B. 朋友或同学,C. 从未观看,A. 慢节奏生活（如手工、园艺等）,D. 不太喜欢,B. 否,,,,,,,,,,,,,B. 消极影响更多,C. 不够,A. 非常支持,C. 不确定,(空),(空),91,1,1,0,0,1,0,0,0,0,0,0,0,0,D,B,A,C,C,D,B,,,,,,,,,,,B,C,A,C,,,,,,,,0.0,0
2025/3/12 18:44:10,825秒,微信,,D. 18岁以上  ,B. 女,A. 少于1小时,B. 了解一些,A. 快手等短视频平台┋C. 新闻报道,B. 偶尔观看,A. 慢节奏生活（如手工、园艺等）,C. 中立,A. 是,13-15岁,B. 1-2小时,C. 很少,A. 搞笑类,B. 偶尔模仿,A. 是（如易怒、焦虑、抑郁）,B. 否,B. 否,C. 不确定,C. 不确定,B. 偶尔模仿,B. 否,C. 既有积极也有消极影响,B. 比较足够,B. 比较支持,B. 否,(空),(空),825,1,0,1,0,1,0,0,0,1,0,0,0,0,D,B,A,B,B,C,A,B,C,B,A,B,B,C,C,B,B,C,B,B,B,,0.0,0.0,0.5,0.5,0.6666666666666666,0.6666666666666666,1.6666666666666665,0
2025/3/12 18:46:49,114秒,微信,,D. 18岁以上  ,B. 女,A. 少于1小时,B. 了解一些,A. 快手等短视频平台,B. 偶尔观看,B. 低俗或猎奇行为（如吃地果、擦边、未成年怀孕、老幼恋爱视频等）┋C. 负能量相关内容（死亡妆容、引导自残、自杀等内容）,E. 非常反感,B. 否,,,,,,,,,,,,,B. 消极影响更多,D. 完全不够,A. 非常支持,A. 是,价值观的不正确,软件加强监管,114,1,0,0,0,0,1,1,0,0,0,0,0,0,D,B,A,B,B,E,B,,,,,,,,,,,B,D,A,A,,,,,,,,0.0,0
2025/3/12 18:47:37,75秒,微信,,D. 18岁以上  ,B. 女,A. 少于1小时,C. 听说过但不了解,A. 快手等短视频平台,C. 从未观看,D.其他,D. 不太喜欢,B. 否,,,,,,,,,,,,,C. 既有积极也有消极影响,C. 不够,B. 比较支持,B. 否,(空),(空),75,1,0,0,0,0,0,0,1,0,0,0,0,0,D,B,A,C,C,D,B,,,,,,,,,,,C,C,B,B,,,,,,,,0.0,0
